comment,label
ma kal awo gi tu yes,NA
goa main ghoomny aye logon se bura salook kia gya,A
chutiye to bohut dekhay hein lekin apka to apna hi muqaam hai,A
uske zehan mein dosron ko nuqsan pohunchaney waley sirf shetaani khayalaat chalty rehty hein,A
abi tax mang lia to bhenchodo ka rona shuru ho jana hai,A
malnutritioned nahi hota malnourished hota ha,NA
aap ne apni besharmi aur beheyai se purey pakistan ko badnaam kiya hai,A
chup ker ja khusray,A
i watching from bangladesh,NA
how many bangladeshi here,NA
tera baap to teri maa ke yaar modi ko ghar bulata hai,A
Ehtesab sirf siyasi mukhalfeen tk mehdood hai,A
kon kon mari tara jan,NA
roz roz ke jhagroun ne meri zindagi azab bana di hai,A
tjhy msg kia tha me ne manhoos aurat tb zrurat thi ab ni hai,A
meri ex mashooq aur kutta,A
kash tumharey ghar waley tumhen pedaish ke waqt hi zaya ker detay,A
koi kam yar h koi alyar h ab koi name aey ga wah yar just fun,NA
yar ye har dramay me theray mou larkiya kha say liy atay hay kali bad shakil,NA
art and craft kis pasand ha,NA
why depict such scenes when its haraam,NA
big flop sirf bari caste lene kuch nahi hota,NA
nice acting haniya,NA
bhai koi gareeb ja normal middle class bnde nhi rehte kya pakistan jo bho drama shuru hota uss mei bde bde mehal gaadiya sbb pehle aata,NA
plz ary digital channel es darama monday to sunday rozana lagna pl es bat pa kon kon agree karta ha,NA
kon bhosriwala hai jo inke sath barabari kerna chah raha hai,A
wow i love bilals character,NA
mulk mein tamam iqdamaat aur faisley sadarti mehal se ordinance ki soorat mein qoum per musallat kiye ja rahey hein kiya ye jamhoori nizam hai,A
Bharti high commissioner ko mulk badar ker diya gaya,A
i really like pakistani dramas so i watch them from bangladesh,NA
parhai per tawajjah na denay per baap ne betay ko aag laga di,A
my cantri bangladesh bat i love pakistan,NA
pakistan ne phuljhariyan aur mirch masaley shab e barat per phorney ke liye nahi rakhey bharat ko pata chal jaye ga,A
har drama same story had hoti he,NA
bajwa ne puri indian army ko danda diya hua hai jb tak wo hein india hamla kernay ka soch bhi nahi sakta,A
any one from azad kashmir,NA
kya entry bhai hero osom,NA
paisa ho to koi tension nhi larkyon dressings tarha badalta harami,A
asal me tu cyber truck sponsored kiya gaya i,NA
very tati drama,NA
karachi mein shehriyon ka ubaltey gutter mein mayor karachi aur wazeer e alla sindh ki tasaweer laga ker phool barsaatey huwey ehtijaj,A
single log hazir hon,NA
sanwal yar piya achha drama h ya ya,NA
agar tu ne mujhey dobara gaali di to main teri bund phaar dun ga,A
first comment please like kar dena,NA
Woh mujhe kafi mahinon se qatal ki dhamkiyan de raha hai,A
den bat den chenal karo drama dekhna wese hi guna,NA
song by asim azhar,NA
pls add arabic translation,NA
gaandoun ki koi kami nahi hai dunya mai,A
bhosriwaley apney abba ko bachaney ke liye karachi tak aa gaye,A
me from toronto,NA
bhosrike tu malang nai kalank hai,A
tu ne mera naam dabo dia hai kanjar,A
shehbaz ne corruption ki gaajren khai hein ab unka elaaj NAB karey gi,A
i watching from bangladesh,NA
sabiq hukmaranon ne awam k paison per eyashian kein,A
yeh woh inteha pasand zehniyat hai jis ne mahatma gandhi ko qatal kiya,A
hahaha lol cybertruck can be open with phone app lipstick not worth it,NA
what we want ahad and sajal in same drama what we got shamoon javeria in same drama,NA
i dont know how rudedo it again pls already loving bilals character,NA
talent group of companies ki taraf se chootar seith ka award milna hai tujhey,A
ameen sum ameen ya rab al alamin,NA
pakistan mai dramo mai asy show krty jasy pakistan bra rich country log bry achi life guzar rhy hy ppl gurbat lkeer neechy hy na justice school na health na koi welfare gribo k liy ye kon sa pakistan log hy ye,NA
great ho gya bhai mujy bht tap thi is madarchod py ab sakoon ho gya,A
car kitni gandi,A
karachi ke log hein hi paindoo unhen pata hi nahi ke mehmaan ke sath kis tarh pesh aana hai,A
jo kuttey pagal ho jatey hein wo mulk ko bhi kaat letey hein,A
dafa ho ja yahan se kanjar,A
saalo niklo tumhari aesi taisi iffi bhai urf qamar raza sahab,A
us gashti ke bachey ne mujhe paper ke doran kuch bhi nahi btaya,A
any one from bangladesh,NA
me from bangladesh,NA
so funnu ham kyu nikalenge bhai,A
imran khan ki wajah se maeshiyat aur kashmir cause ko din raat nuqsan ho raha hai,A
nadir sotey huye kyun drive kar raha,NA
kutton ki hakumat awam ke sath bhi kutton wala salook ker rahi hai,A
who watching january happy new year,NA
ary ne cybertruck lelia hy,NA
bilawajah  bhutto ko pakitani siyasat ka kuch pata nahi hai wo hadsati torr per party ka head ban gaya hai,A
which place in pakistan have night club please explain viewers pakistan have its own beauty and culture,NA
sorry to say but adnan jaffar doesnt look like bilals father,NA
teri to pedaish hi us waqt ki hai jab tera bap 5 saal k liey mulk se bahir geya hua tha,A
wow islami jahmooriya humra begrti promt kr rahy,NA
imran niazi giri hui baten ker rahey hein,A
over rated drama,NA
area ki sari tawaifein eik taraf mager teri baji ka alag hi level hai,A
pakistani darams bs ab ak hi story rah gai ha love shadi ameer lardka gareeb lardki gareeb lardka ameer lardki bs thats it,NA
agar kisi ki pakki nokri is hakumat mein hai to wo usman buzdar hein chahey wo kam karein ya nah karein,A
hakumat ne eik saal mein muashi taraqqi ka amal crash ker ke muashi tanzali ka aalami record qaim kiya hai,A
bacho washroom mein tatti kernay ke baad us tatti ko khaa lena lekin kabhi tiktoker nahi banna,A
love from bangladesh,NA
cybertruck k alarm baj jaty her taref cameras uspe inthai bongi dekhai,NA
i love muhammad i love muhammad i love muhammad,NA
hamarey wazeer e azam ko platelets ka nahi pata lekin usey cocaine ka zarur pta hoga,A
tiktok reels dekhkar mere jaisa kaun kaun aaya dekhne liye youtube per,NA
bat smjh bahir ho gai ha k ab her pakistani dramy sharab sharab bottles q dikhai ja rhin kya shrab noshi promote kiya ja rha ha dramy sharb dikhay bgair b concept clear dikhaya ja sakta ha kya khyaal ha ap logon please share krain,NA
bakwas band kar serial dekh chup chap traitor,A
bangladesh love you,NA
omg stop glorifying these toxic tropes for love of god have some integrity,NA
nikal idhar se nikhil lourey,A
mashallah bohat hi acha msg ja raha youth new year ma shukr dua bajaye parties karo behayai karo,NA
both suit so well zabardast couple mashaallah,NA
bangali ho aur matlabi na ho ye ho nahi sakta,A
jb gand mn ungal kro gy to smell to aye gi na,A
Ghasti dya bachya ducky tera abu ay ty bhola tera dada tery muh vich lul,A
jammu kashmir mein siyasi rehnumaon sameet 10 hazar shehri giraftaar ker liye gaye hein,A
tumhari bakwas sun'ny ka mery paas waqt nahi hai,A
qadyani aur shia donon hi shirk kertay hein,A
eik bara a gate hoga aur 2 bary bary tattay bny hongy tmy wahan jana hai,A
sharam aur haya ki baten tum per suit nahi karten,A
any indian here,NA
hindu dallay kabhi muslamanon ke sath mil ker nahi reh saktey,A
i love you labonya,NA
mujhe taaj bibi yaad aa gyi sher drama,NA
sala pakistan bhi royal enfield h,A
idiots cast lagri puri mustafa as amir khan mustafas father veeru boman irani adeel kareena fiance suhas tondon,A
khuda ke wastey adalton se bhi gund saaf kren warna koi kanjar judge isko reha ker de ga,A
no one fake admi cheap,A
mene ek shorts me salar comparation me dekha isliye dekhna pda salar jesa h kya,A
ab me v thoda ye date wala bakchodi kar leta hu kon kon jo september dekh raha,A
caption in english please,NA
shes givinggg amy winehouse first time seeing her in a drama shes gorgeous,NA
only khan pti,NA
fazal bakash kay bad kamiaar pay gussa ni aa raha kia waja hay,NA
tum se reayat mangta kon hai bhikari aadmi,A
main tumharey jesay nasal parast bandey ko moun nahi lagata,A
as bi pakistan mi hota hay,NA
english subtitle please,NA
qanoon ka samna karo jahil patwariyo,A
haniya amir wala ghar to wohi jo humraaz me aiza khan ghar,NA
in ahmeqon aur jahiloun ki koi auqaat nahi hai,A
in kanjar hindoun ko bhi gaand mein goli mari jaye gi,A
fucked up traits of hero eww how come they protrait it,A
jaali police muqabley mein pashtoon nojawan ko halaaq kiya gaya,A
aaj kal police waly badmash bany huay hein,A
indian drama dhum tana na na na naaaa karke khatam ho jata,A
tum sab habshi ho,A
chal ja pen yakka kam ker ja k,A
hakumati offer ghatya seyasat ki badtareen misaal hai,A
apna kuttey jesa moun le ker chala ja yahan se,A
hm to episode ma poch gya,NA
fm i dont no yaar because im waiting for ishq murshed season,NA
sarey shows ko band kro kia kanjar khana bana ke rakha huwa hai,A
modi sarkar ne maqbooza kashmir mein zulm ki inteha ker di hai gujrat ke qasai se kehta hun ke kashmiriyon ko jitni taaqat se dabao gey woh tumharey khilaf os se zayada taaqat se kharey hongey,A
hei meri billu,NA
i watch it today december,NA
ager deal na hui to noon legue apney investors ke zariye molana fazal ur rehman ke jalson ko bharney ke liye khaas intezamaat kry gi,A
agar kashmiri musalmaan nah hotey tou sari dunya ne shor macha dena tha aur unka sath dena tha,A
me of course as i dont watch of pakistani darama,NA
delhi mein eik sikh shakhs ko uske mazhab aur libas ki wajah se restaurant mein dakhil nahi honay diya gaya,A
PTM waley pashtoonon ki nasal kushi ker rahey hein,A
ajeeb fraud insan ho tum tum ne video mein ghalt ilzam lgaye hein,A
pur aman muzahireen per police ki janib se lathi charge kiya gaya,A
me also iraada to rat hi dekhny but b dramy dekhny thy,NA
adeel status mara insan,A
what non sense drama how can they show such behaviour as being masculine bakwas,A
best drama of year,NA
feeling sad for elon musk,NA
Ek number ki khabees aurat ho tum,A
ya allah shukar accident bach gaye,NA
bangladesh katra country,NA
chutiye ko akhir chutiya hi pasand aata hai,A
ye kia same wahi story larka ayash bdmash awara lrki gharib ghar bahadur lrki bs amir lrka lrki muhabbat m pagl ho ajyega,NA
bc apnay paida honay walay afsos naak waqiyay par bhe fooj ko mulzim thehra,A
log bollywood phanse ho bollywood khud hamare drama copy krta ha,A
dunya mein nasal parasti fascism aur hindu baladasti ki koi jagah nahi hai,A
kitni speed mn bak bak krta hay tu yaar,A
ullu ke pathey baron se tameez se baat kiya ker,A
ye dalley lockdown mein bhi ghar per nahi beth rahey,A
hakumat ne chodah maah mein awam ke chodah tabaq roshan ker diye hein,A
hitler se bara madarchod tareekh mai nai guzra,A
taj bibi yad ha kissi,NA
a drama based on cybertruck,NA
bharti foj chaadar aur chaar deewari ka taqaddus pamaal kernay pe tulli hui hai giraftaar logon se milney aaney walon ke bazuon per khufyah muhar lagai jati hai,A
todays december quaids day,NA
thanking cctv hub bb bb free xx hh jj yh on rx ffs him hb fbi,NA
i watched january,NA
waiting for episode bro,NA
drame sirf rich families k bachon dikhate k parents larai un pe bura asar pera middle class gareebon k bachon pe iss bhi zyada bura asar perta jab un k parents larte un maan daily jute galiyan khati abuse hoti wo bache especially larke mentally normal nahi rahte un k mind orat yahi oqat set hoti k orat jute galiyon k hi kabil hoti kyun k unhon ne apne baap yahi sekha hota,NA
fazal ur rehman iqtedaar se mehroomi ki wajah se bechain hein,A
i wish drama not gonna be sad ending,NA
fizai hadood band kernay se bharat ko 18 arab rupey ka nuqsan huwa tha,A
nawaz eik laanti shakhs hai sara mulk loot ker khaa gaya hai aur abi b akar raha hai,A
is randi ko iski aukat dikhai jaye,A
eik judge 2 mint mein arboun ki money laundering ka case band ker deta hai,A
asal bukhil capital capital allah muhammad in sha allah masha allah subhan allah in sh allh m sh allh subn allh,NA
bhooat acha ha ya drama,NA
namaloom afraad ne bachi ko qatal ker ke uski lash naley mein phenk di,A
love from bangladesh,NA
ya comment section ma sare pakistani din thakya drr kyu bann jate yrr drama dakhna ha too drama enjoy kro ya comment ma akr deen baten krna zaruri ha kia agr itna hi molvi banye shauq ha too kisi madrse ma jawo ya kisi tableghi jmt sth jkr tableghi kro ya drama wama chol krr sb sb k sb khud o nak sbt krne ma lage haa,NA
ameer hojata insaaan har luxury ajati but rishtay apniyat khatam hojati,NA
me ta kabse maan lia hamare indian dram dur dur tak pakistan dramas ass pass bhi nahi,A
wife kab banayega bc,A
pury college ki larkian in chution ko apna pati maan chuki hn,A
first episode minutes dekhte hi puri script samajh agaya agey kya hone wala,NA
tum donon shadi ker lo aur card pe chapwana lora weds lassan,A
ye fariya koi kaam nehi kya party karke peena uski kaam,NA
chal madarchod nikal idhar se,A
Aese jamhooriat pe lanat,A
ab ye chooran nahi bikta jo tum bech rahi ho afghan bhagori,A
bewakoof larki ne apna mobile hotel mein gum ker diya hai,A
police tashaddud ki lehar rukney ka naam hi nahi le rahi kot radha kishan mein matric ke talib ilm per police ka wehshiyana tashaddud,A
whos watching on december,NA
molana apni seyasi sakh bachaney ke liye face saving mang rahey hein,A
i love muhammad i love muhammad,NA
aik tarf hud sihka bhi rahy hey drama ma drinking smoking nichy write both things not halal ya sab liya halal nahi hey drama ma bhi,NA
public property ko nuqsan pohunchaney walon ko kutton ki tarah goli maar deni chahiye,A
yes already comment salaar and umaima,NA
hukmaran corruption ker rahey hein isliye shehar se kachra nahi uth raha,A
niazi sahab pakistan ka beragarq kernay se pehlay modi se seyasat ki classes le letay to itna zaleel na hotey,A
yes yesss exactly my point,NA
Aurten bohut zalim hoti hein inka bas chaly to apne mard ko bech ke shopping ker lein,A
ya dono couple bohat acha parents,NA
haha ma samj skti hun larky feelings bechara wo play boy larkiyan chapri,NA
kash k actors jese dramo man hote hen wesy hee real man b ho,NA
shoru kia hy drama,NA
pakistani ector kesey kaprey peheny lag gay pagal hogay hen keya,A
mat dekho na dekhne wale waise poster s pata chal giya haniya he phir kyon dekha,NA
nice song lyrics,NA
allah us naik umeedey purii karey jo aik like karee,NA
oo kivee a singh wahe guru ji khalsa waheguru ji fateh,NA
i know i know,NA
yes me too,NA
imran sahab eik crore nokri aur pachaas lakh ghar mein se eik bhi nokri aur ghar nah milney ke khilaf kis waqt aur kahan kharey hona hai?,A
my favourite drama,NA
bharat mein hitler ka falsafah parwaan charh raha hai jo khittey aur dunya ke liye khatrey se kam nahi,A
cringiest episode ruined it,NA
jab haram to dekhate q hn ye b wardaat ak treeqa,NA
amna ko is tarah khulley aam dhamkiyan deney per foran giraftar ker lena chahiye,A
in hindu zalimon ko goli maar do,A
drama ta best,NA
bs ek mukay thudday he nadir bhai basss ho gai,NA
oye lakar k khusray tera bagora leader nawaz dako dhood shehd ki nehren ni chor k gya tha,A
just love haina amir,NA
phir wahi bakwasss storyline chapri playboy larke devdaas hone tak safar,A
karachi waley bharwey paan khaa ke khassi ho jatey hein,A
en ab november man start howa ha,NA
sary nashai charsi paye jaty hn mexico mn,A
zeyadti kernay waley mulzim ka lun kaat dena chahiye,A
modi hera pheri ke mahir hein,A
maqbooza wadi mein musalsal curfew sadi ka sab se bara almiya hai,A
bas jab hero dikhya ja rha ha its mean negative act promote kia ja rha ha,NA
hamary nabi bhla kon like nhi krta har koi hi like krta hr kisi zarorat l muhammad saw,NA
hi everyone eshiq e murshid fan,NA
kashmir mein aaj koi bhi modi ka naam lewa nahi hai,A
mery lund ki sawari na ker bc,A
yahoodi hotay hi kanjar hein,A
we dont love you get lost,NA
uski bakwas sun ker mujhe shadeed ghussa aa gaya,A
zillat bharti wazeer e azam narendra modi ka muqaddar ban gai paris mein bhi modi dehshat gard ke naaray lag gaye,A
yar ye tesla gare pakistan me kese aye cybertuck,NA
allah pak ap bi pareshani sari khatam kare humain dua deny waly,NA
mojoodah hakumat aur uski kharjah policiyan nakaam ho gayi hein nalaiq hukmaranon 50 saal bhi de dein to koi tabdeeli nahi aye gi,A
my reaction be like roshi ghar only true meem mohobbatt fans know,NA
vote for ishq murshid session plz,NA
abey aisey kon jata hai tattey ho kya,A
namaloom log larki ke sath ijtemai zeyadti ker ke bhag gaye,A
bacho is dunya mein bohut se loru hein aur sab loroun se ooper aatey hein alex bhatti,A
kon kon december tik tok say daikh kay aaiya hay,NA
in hours got million views,NA
aj kal ki randiyan bht khully aam dhamkiya deti hain wah kiya zamana gaya hai,A
no english subtitles,NA
Retweet kren agar aap sochty hein k Zardari ki olaad mulk ki bewakoof tareen nasal hai,A
haniya itne bure vig lagae he bohatt bure lag rahe he,NA
us charsi per main hazaar bar laanat bhejti hun,A
